DNI ENCRIPTADO,RESPUESTAS TEXTUALES_1,RESPUESTAS TEXTUALES_2,RESPUESTAS TEXTUALES_3,RESPUESTAS TEXTUALES_4,RESPUESTAS TEXTUALES_5,RESPUESTAS TEXTUALES_6,RESPUESTAS TEXTUALES_7,RESPUESTAS TEXTUALES_8,RESPUESTAS TEXTUALES_9,RESPUESTAS TEXTUALES_10,RESPUESTAS TEXTUALES_11,RESPUESTAS TEXTUALES_12,RESPUESTAS TEXTUALES_13,RESPUESTAS TEXTUALES_14,RESPUESTAS TEXTUALES_15,RESPUESTAS TEXTUALES_16,RESPUESTAS TEXTUALES_17,RESPUESTAS TEXTUALES_18,RESPUESTAS TEXTUALES_19,RESPUESTAS TEXTUALES_20,RESPUESTAS TEXTUALES_21,RESPUESTAS TEXTUALES_22,RESPUESTAS TEXTUALES_23,RESPUESTAS TEXTUALES_24,RESPUESTAS TEXTUALES_25,RESPUESTAS TEXTUALES_26,RESPUESTAS TEXTUALES_27,RESPUESTAS TEXTUALES_28,RESPUESTAS TEXTUALES_29,RESPUESTAS TEXTUALES_30,RESPUESTA NUMERICA_1,RESPUESTA NUMERICA_2,RESPUESTA NUMERICA_3,RESPUESTA NUMERICA_4,RESPUESTA NUMERICA_5,RESPUESTA NUMERICA_6,RESPUESTA NUMERICA_7,RESPUESTA NUMERICA_8,RESPUESTA NUMERICA_9,RESPUESTA NUMERICA_10,RESPUESTA NUMERICA_11,RESPUESTA NUMERICA_12,RESPUESTA NUMERICA_13,RESPUESTA NUMERICA_14,RESPUESTA NUMERICA_15,RESPUESTA NUMERICA_16,RESPUESTA NUMERICA_17,RESPUESTA NUMERICA_18,RESPUESTA NUMERICA_19,RESPUESTA NUMERICA_20,RESPUESTA NUMERICA_21,RESPUESTA NUMERICA_22,RESPUESTA NUMERICA_23,RESPUESTA NUMERICA_24,RESPUESTA NUMERICA_25,RESPUESTA NUMERICA_26,RESPUESTA NUMERICA_27,RESPUESTA NUMERICA_28,RESPUESTA NUMERICA_29,RESPUESTA NUMERICA_30,SUM_PUNTAJES_INTRAPERSONAL,SUM_PUNTAJES_INTERPERSONALES,SUM_PUNTAJES_MANEJO_ESTRES,SUM_PUNTAJES_ADAPTABILIDAD,SUM_IMPRESION_POSITIVA,TOTAL_COC_EMOCIONAL,INTRAPERSONAL_MEDIA,INTRAPERSONAL_DESVIACION,INTERPERSONAL_MEDIA,INTERPERSONAL_DESVIACION,MANEJO_ESTRES_MEDIA,MANEJO_ESTRES_DESVIACION,ADAPTABILIDAD_MEDIA,ADAPTABILIDAD_DESVIACION,IMPRESION_POSITIVA_MEDIA,IMPRESION_POSITIVA_DESVIACION,TOTAL_COC_EMOCIONAL_MEDIA,TOTAL_COC_ECOCIONAL_DESVIACION,CONVERSION_FINAL_INTRAPERSONAL,CONVERSION_FINAL_INTEPERSONAL,CONVERSION_FINAL_MANEJO_ESTRES,CONVERSION_FINAL_APDAPTABILIDAD,CONVERSION_FINAL_IMPRESIÓN POSITIVA,CONVERSION_FINAL_TOTAL_COC_EMOC,Fecha de nacimiento de Champ,Edad de Champ,Sede de Champ,Grado de Champ,"Champ tiene alguna alergia, condición o enfermedad",Champ para talleres virtuales se puede conectar de,¿Qué tema te interesa Champ?,"¿Con quienes vives?
Por ejemplo: Con mi padres y hermanos",¿Cuáles son tus pasatiempos favoritos?  Por ejemplo: Leer y jugar videojuegos,"¿Cuáles son tus cursos favoritos?
Por ejemplo: Matemática y Comunicación","¿Cuál es tu deporte favorito?
Por ejemplo: Fútbol","¿Qué te gustaría estudiar o ser de grande?
Por ejemplo: Doctor",¿Qué te gustaría hacer para mejorar el Perú?,¿Te gustaría estudiar en una universidad extranjera?,"Cuéntanos si ganaste un reconocimiento, concurso, beca, tienes una organización o has sido voluntario/a en el 2023","En Perú Champs nos preocupa tu bienestar. ¿Hay algo que quieras compartirnos sobre algo que fue difícil en el 2023, algo que te hiciera sentir triste o frustrado/a? Este espacio es confidencial y no afecta tu beca",¿Tiene otro champ?,DNI DEL APODERADO ENCRIPTADO,Qué relación tiene con Champ,Su Champ tiene un apoderada/o adicional a Usted,¿Tienes un negocio propio o emprendimiento?,La conexión a Internet en su casa es,Tu internet es,"¿Algún familiar con el que viva tiene alguna condición, discapacidad o enfermedad crónica que requiera de cuidados constante?",Cuéntanos brevemente cómo se encuentran actualmente,¿Quién apoya a su Champ con sus tareas?,SEXO,EDAD,GRADO,SEDE,REGIÓN,ORIGEN,ESTADO,AÑO DE INGRESO,SALUD,MODALIDAD DE INGRESO,DNI PAPÁ ENCRIPTADO,DNI MAMÁ ENCRIPTADO,NRE (NIVEL DE RIESGO EMOCIONAL),CANTERA,CONDICIÓN DE SALUD,¿Qué tema te interesa Champ?_cuestionario,"¿Con quienes vives?
Por ejemplo: Con mi padres y hermanos_cuestionario",¿Cuáles son tus pasatiempos favoritos?  Por ejemplo: Leer y jugar videojuegos_cuestionario,"¿Cuáles son tus cursos favoritos?
Por ejemplo: Matemática y Comunicación_cuestionario","¿Cuál es tu deporte favorito?
Por ejemplo: Fútbol_cuestionario","¿Qué te gustaría estudiar o ser de grande?
Por ejemplo: Doctor_cuestionario",¿Qué te gustaría hacer para mejorar el Perú?_cuestionario,¿Te gustaría estudiar en una universidad extranjera?_cuestionario,"Cuéntanos si ganaste un reconocimiento, concurso, beca, tienes una organización o has sido voluntario/a en el 2023_cuestionario","En Perú Champs nos preocupa tu bienestar. ¿Hay algo que quieras compartirnos sobre algo que fue difícil en el 2023, algo que te hiciera sentir triste o frustrado/a? Este espacio es confidencial y no afecta tu beca_cuestionario",GRADO_notas,SEDE_notas,CANTERA_notas,Matemática,Comunicación,Inglés,Ciencias,Dpsc,Educación Física,Arte,Conducta,PROMEDIO,PREFINAL,POR CURSO,NRA
RWNSYAEW,A menudo,Rara Vez,A menudo,Muy a menudo,Rara Vez,Rara Vez,A menudo,Muy rara vez,Muy rara vez,A menudo,Rara vez,A menudo,A menudo,Rara vez,Muy a menudo,A menudo,Rara vez,A menudo,A menudo,Rara vez,Rara vez,A menudo,Muy a menudo,A menudo,Rara vez,Rara vez,Muy rara vez,A menudo,Rara vez,Rara vez,3,2.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,13,19,21,18,16,87,14.17,3.2,18.26,3.26,17.51,3.61,17.54,3.7,15.97,2.93,67.47,8.57,95,103,115,102,100,134,2014-06-12 00:00:00,9,LOS OLIVOS 1 - VILLA SOL (REF. Av. Universitaria cdra 60),4to,Ninguno,Computadora,Salud y bienestar,con mis padres  y hermanos,jugar el futbol,Ed.fisica y comunicación,futbol,arquero profesional,ayudar a los mas pobres,No,gane un trofeo de mejor arquero en el torneo de regatas ,cuando mi papá lo lastimaron en su trabajo,No,IZAZDZWY,Mamá de Champ,"No, yo soy la única persona apoderada/o",No,Internet propio,Estable,No,gracias a Dios bien de salud ,Mamá,M,10.0,Cuarto,Los Olivos Villa Sol,Lima,Nuevos,Matriculado,2024.0,Ninguno,Deportiva,YNEEYNZ,IZAZDZWY,BAJO,Deportiva,Ninguno,Salud y bienestar,con mis padres  y hermanos,jugar el futbol,Ed.fisica y comunicación,futbol,arquero profesional,ayudar a los mas pobres,No,gane un trofeo de mejor arquero en el torneo de regatas,cuando mi papá lo lastimaron en su trabajo,Noveno,SJL 4 - El Sol,Académica,17.106409614421633,17.465848773159742,16.812919379068603,17.03880821231848,17.25338007010516,18.16229344016024,18.241762643965952,17.967200801201802,17.440203161717577,17.44967451176765,APROBADO,BAJO
RWISZYYY,A menudo,Rara Vez,Rara Vez,Muy a menudo,Muy rara vez,Rara Vez,A menudo,Muy rara vez,Muy rara vez,A menudo,Muy a menudo,Muy rara vez,Muy a menudo,Muy a menudo,Muy a menudo,Muy rara vez,Muy rara vez,A menudo,A menudo,Rara vez,Rara vez,Muy a menudo,A menudo,Muy a menudo,A menudo,Rara vez,Muy rara vez,A menudo,Muy rara vez,Rara vez,3,2.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,17,18,24,19,18,96,14.17,3.2,18.26,3.26,17.51,3.61,17.54,3.7,15.97,2.93,67.47,8.57,113,99,127,106,110,150,2014-01-16 00:00:00,9,TRUJILLO 1 - EL GOLF (REF. Entre la Avenida Prolongación Fátima y Óvalo La Marina),5to,Ninguno,Computadora,Salud y bienestar,Mis padres,Jugar futbol,Matemáticas ,Futbol,Futbolista profesional ,Ayudar a los niños,Sí,Gane un trofeo al mejor jugador en el campeonato LIGA CUP y mi beca de estudios PERU CHAMPS,"Compartir poco con mi papá, trabaja fuera de la ciudad.",No,ISRASRAI,Papá de Champ,"No, yo soy la única persona apoderada/o",No,Internet propio,Estable,No,"Gracias a Dios estamos bien, cubriendo nuestras necesidades y siempre queriendo lo mejor para nuestro hijo ",Papá y mamá,M,10.0,Quinto,Trujillo,La Libertad,Renovación,Matriculado,2023.0,Ninguno,Deportiva,ISRASRAI,INYDYYSI,BAJO,Deportiva,Ninguno,Salud y bienestar,Mis padres,Jugar futbol,Matemáticas,Futbol,Futbolista profesional,Ayudar a los niños,Sí,Gane un trofeo al mejor jugador en el campeonato LIGA CUP y mi beca de estudios PERU CHAMPS,"Compartir poco con mi papá, trabaja fuera de la ciudad.",Cuarto,Trujillo 1 - El Golf,Deportiva,19.0,17.3,16.5,18.0,14.2,18.0,18.8,18.0,17.4,17.0,APROBADO,BAJO
RWISZYYY,A menudo,Rara Vez,Rara Vez,Muy a menudo,Muy rara vez,Rara Vez,A menudo,Muy rara vez,Muy rara vez,A menudo,Muy a menudo,Muy rara vez,Muy a menudo,Muy a menudo,Muy a menudo,Muy rara vez,Muy rara vez,A menudo,A menudo,Rara vez,Rara vez,Muy a menudo,A menudo,Muy a menudo,A menudo,Rara vez,Muy rara vez,A menudo,Muy rara vez,Rara vez,3,2.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,17,18,24,19,18,96,14.17,3.2,18.26,3.26,17.51,3.61,17.54,3.7,15.97,2.93,67.47,8.57,113,99,127,106,110,150,2014-01-16 00:00:00,9,TRUJILLO 1 - EL GOLF (REF. Entre la Avenida Prolongación Fátima y Óvalo La Marina),5to,Ninguno,Computadora,Salud y bienestar,Con mis padres,Jugar futbol ,Matemáticas ,Futbol,Futbolista profesional ,Ayudar a los que menos tienen ,Sí,Gane un trofeo al mejor jugador en un torneo y mi beca de PERU CHAMPS ,"Pasar poco tiempo con mi papá, por su trabajo.",No,ISRASRAI,Papá de Champ,"No, yo soy la única persona apoderada/o",No,Internet propio,Estable,No,Gracias a dios nos encontramos bien y con ganas de prosperar día a día.,Papá y mamá,M,10.0,Quinto,Trujillo,La Libertad,Renovación,Matriculado,2023.0,Ninguno,Deportiva,ISRASRAI,INYDYYSI,BAJO,Deportiva,Ninguno,Salud y bienestar,Mis padres,Jugar futbol,Matemáticas,Futbol,Futbolista profesional,Ayudar a los niños,Sí,Gane un trofeo al mejor jugador en el campeonato LIGA CUP y mi beca de estudios PERU CHAMPS,"Compartir poco con mi papá, trabaja fuera de la ciudad.",Cuarto,Trujillo 1 - El Golf,Deportiva,19.0,17.3,16.5,18.0,14.2,18.0,18.8,18.0,17.4,17.0,APROBADO,BAJO
RRWINZSD,A menudo,Muy a menudo,Muy a menudo,Muy a menudo,Rara Vez,Muy a menudo,A menudo,Muy rara vez,Rara Vez,A menudo,Rara vez,A menudo,Muy a menudo,A menudo,Muy a menudo,A menudo,Muy rara vez,A menudo,Muy a menudo,A menudo,Rara vez,Muy a menudo,A menudo,A menudo,Rara vez,Rara vez,Muy rara vez,A menudo,Rara vez,Muy a menudo,3,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,18,20,21,21,18,98,13.68,3.32,19.47,3.15,17.03,3.38,17.5,3.92,15.73,2.76,67.88,8.66,120,103,118,113,112,152,2012-10-09 00:00:00,11,SJL 2 - CANTO GRANDE (REF. A una cuadra de la Universidad Cesar Vallejo),6to,Ninguno,Laptop,Reducción de las desigualdades,CON MI MADRE ABUELOS Y HERMANA,Pintar cuadros y hacer manualidades,matematica y arte,basquet,veterinaria ,disminuir la desigualdad y las injusticias,Sí,no,"Me costo adaptarme a este nuevo colegio en un comienzo , luego lo logre y me fue muy bien,",No,REZEAESE,Mamá de Champ,"No, yo soy la única persona apoderada/o",No,Internet propio,Estable,No,Un poco delicada de salud,Mamá,F,11.0,Sexto,SJL El Parque,Lima,Renovación,Matriculado,2023.0,Ninguno,Académica,REZEINIA,REZEAESE,BAJO,Académica,Ninguno,Reducción de las desigualdades,CON MI MADRE ABUELOS Y HERMANA,Pintar cuadros y hacer manualidades,matematica y arte,basquet,veterinaria,disminuir la desigualdad y las injusticias,Sí,no,"Me costo adaptarme a este nuevo colegio en un comienzo , luego lo logre y me fue muy bien,",Quinto,SJL 2 - El Parque,Académica,16.0,18.8,14.8,18.0,17.0,18.0,19.5,18.3,17.44285714,17.0,APROBADO,BAJO
RWRZIRWY,A menudo,Rara Vez,Muy a menudo,Muy a menudo,Muy rara vez,Rara Vez,A menudo,Muy rara vez,Muy rara vez,A menudo,Muy rara vez,Muy rara vez,A menudo,A menudo,Muy a menudo,A menudo,Muy rara vez,Rara vez,Muy a menudo,Rara vez,Rara vez,Muy a menudo,Muy a menudo,A menudo,Muy rara vez,Rara vez,Muy rara vez,A menudo,Muy rara vez,Muy a menudo,3,2.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,1.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,3.0,1.0,3.0,4.0,3.0,4.0,4.0,16,20,24,20,15,95,14.85,3.33,18.61,3.71,18.07,4.01,17.08,4.28,17.04,3.16,68.82,9.18,105,106,122,110,90,143,2014-08-07 00:00:00,9,SJL 2 - CANTO GRANDE (REF. A una cuadra de la Universidad Cesar Vallejo),4to,Ninguno,"Celular, Laptop",Salud y bienestar,"Con mis padres, hermanos, abuelos y tíos",Jugar futbol,Matemática y arte,futbol,futbolista ,Dar oportunidad para que los niños que no tienen mucho dinero puedan jugar futbol ,Sí,no,No hubo nada que me hiciera sentir mal,No,NERWASSY,Mamá de Champ,"Sí, tiene otra/o apoderada/o",No,Internet prestado,Estable,No,Gracias a Dios todo está muy bien. Estamos felices de que nuestro segundo hijo haya logrado obtener esta gran oportunidad.,Papá y mamá,M,9.0,Cuarto,SJL El Parque,Lima,Nuevos,Matriculado,2024.0,Ninguno,Empresa (Académica),INWEDRAA,NERWASSY,BAJO,Empresa (Académica),Ninguno,Salud y bienestar,"Con mis padres, hermanos, abuelos y tíos",Jugar futbol,Matemática y arte,futbol,futbolista,Dar oportunidad para que los niños que no tienen mucho dinero puedan jugar futbol,Sí,no,No hubo nada que me hiciera sentir mal,Noveno,SJL 4 - El Sol,Académica,17.106409614421633,17.465848773159742,16.812919379068603,17.03880821231848,17.25338007010516,18.16229344016024,18.241762643965952,17.967200801201802,17.440203161717577,17.44967451176765,APROBADO,BAJO
RWRZIRWY,A menudo,Rara Vez,Muy a menudo,Muy a menudo,Muy rara vez,Rara Vez,A menudo,Muy rara vez,Muy rara vez,A menudo,Muy rara vez,Muy rara vez,A menudo,A menudo,Muy a menudo,A menudo,Muy rara vez,Rara vez,Muy a menudo,Rara vez,Rara vez,Muy a menudo,Muy a menudo,A menudo,Muy rara vez,Rara vez,Muy rara vez,A menudo,Muy rara vez,Muy a menudo,3,2.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,1.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,3.0,1.0,3.0,4.0,3.0,4.0,4.0,16,20,24,20,15,95,14.85,3.33,18.61,3.71,18.07,4.01,17.08,4.28,17.04,3.16,68.82,9.18,105,106,122,110,90,143,2014-08-07 00:00:00,9,SJL 2 - CANTO GRANDE (REF. A una cuadra de la Universidad Cesar Vallejo),4to,Ninguno,Laptop,Acción por el clima,"con mis padres, hermanos, tíos y abuelos",jugar fútbol,matemática y personal social,fútbol,futbolista,ayudar a la gente que está sin casa,Sí,No ,despedirme de mis compañeros porque gané la beca Perú champs y me cambié de colegio,No,INWEDRAA,Papá de Champ,"No, yo soy la única persona apoderada/o",No,Internet propio,Estable,No,Bien,Lo realiza solo/a,M,9.0,Cuarto,SJL El Parque,Lima,Nuevos,Matriculado,2024.0,Ninguno,Empresa (Académica),INWEDRAA,NERWASSY,BAJO,Empresa (Académica),Ninguno,Salud y bienestar,"Con mis padres, hermanos, abuelos y tíos",Jugar futbol,Matemática y arte,futbol,futbolista,Dar oportunidad para que los niños que no tienen mucho dinero puedan jugar futbol,Sí,no,No hubo nada que me hiciera sentir mal,Noveno,SJL 4 - El Sol,Académica,17.106409614421633,17.465848773159742,16.812919379068603,17.03880821231848,17.25338007010516,18.16229344016024,18.241762643965952,17.967200801201802,17.440203161717577,17.44967451176765,APROBADO,BAJO
RWYSNYWW,Muy rara vez,Muy rara vez,A menudo,Muy a menudo,A menudo,Rara Vez,Muy rara vez,A menudo,Muy rara vez,Muy rara vez,Muy rara vez,Muy a menudo,A menudo,Muy a menudo,Muy a menudo,Muy a menudo,A menudo,A menudo,Muy a menudo,Muy a menudo,Muy rara vez,Muy a menudo,Rara vez,Muy a menudo,A menudo,A menudo,Rara vez,Muy a menudo,Rara vez,Muy a menudo,1,1.0,3.0,4.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,1.0,4.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,11,18,16,20,16,81,14.85,3.33,18.61,3.71,18.07,4.01,17.08,4.28,17.04,3.16,68.82,9.18,83,98,92,110,95,120,2015-01-14 00:00:00,8,CHIMBOTE (REF. Al costado del Real Plaza),4to,Ninguno,Celular,Salud y bienestar,Con mis padres,Manejar bicicleta y jugar videojuegos,Matematica,Balonmano,Chef,Dar de comer a los necesitados,Sí,Beca Champs,Juegos bruscos de otro compañero,No,EYAARWWE,Mamá de Champ,"Sí, tiene otra/o apoderada/o",No,Internet propio,Estable,No,"Gracias a Dios estamos bien de salud, con el pasar de los días y el trabajo diario logramos atender nuestras necesidades básicas necesarias (alimentación, salud, vestimenta, etc)","El 90% de las tareas las realiza solo, y algunas actividades le ayuda mamá o papá",M,9.0,Cuarto,Chimbote,Ancash,Renovación,Matriculado,2023.0,Ninguno,Académica,WWYIASZ,EYAARWWE,BAJO,Académica,Ninguno,Salud y bienestar,Con mis padres,Manejar bicicleta y jugar videojuegos,Matematica,Balonmano,Chef,Dar de comer a los necesitados,Sí,Beca Champs,Juegos bruscos de otro compañero,Tercero,Chimbote,Académica,17.3,18.0,16.7,18.0,18.0,18.0,18.0,18.0,17.71428571,18.0,APROBADO,BAJO
RRYDDSND,A menudo,Muy rara vez,A menudo,Muy a menudo,Rara Vez,Muy rara vez,A menudo,Muy rara vez,Muy rara vez,Rara Vez,Muy a menudo,A menudo,A menudo,Rara vez,Muy a menudo,Rara vez,Muy rara vez,A menudo,A menudo,Rara vez,Rara vez,A menudo,Muy a menudo,A menudo,A menudo,A menudo,Muy rara vez,A menudo,Muy rara vez,Rara vez,3,1.0,3.0,4.0,3.0,1.0,3.0,4.0,4.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,10,19,23,16,19,87,14.17,3.2,18.26,3.26,17.51,3.61,17.54,3.7,15.97,2.93,67.47,8.57,80,103,123,94,116,134,2013-01-12 00:00:00,11,CALLAO 3 - Santa Rosa (REF. cruce Av. Bertello y Bocanegra),6to,A veces le sangra la nariz,Computadora,Acción por el clima,Con mis padres y hermano,jugar futbol,Matemática, Fútbol,Ingeniero,estudiar para ayudar a la gente,Sí,gane medallas en mi colegio de matemática y declamación ,la salud de mi abuela,No,SDRWNIWY,Papá de Champ,"No, yo soy la única persona apoderada/o",No,Internet propio,Estable,Sí,están bien mis hijos con el favor del Señor Jesús. ,Papá,M,11.0,Sexto,Callao Santa Rosa,Lima,Nuevos,Matriculado,2024.0,Ninguno,Empresa (Académica),SDRWNIWY,INARENRS,BAJO,Empresa (Académica),A veces le sangra la nariz,Acción por el clima,Con mis padres y hermano,jugar futbol,Matemática,Fútbol,Ingeniero,estudiar para ayudar a la gente,Sí,gane medallas en mi colegio de matemática y declamación,la salud de mi abuela,Noveno,SJL 4 - El Sol,Académica,17.106409614421633,17.465848773159742,16.812919379068603,17.03880821231848,17.25338007010516,18.16229344016024,18.241762643965952,17.967200801201802,17.440203161717577,17.44967451176765,APROBADO,BAJO
RWZWWWWS,A menudo,Rara Vez,A menudo,A menudo,Rara Vez,Rara Vez,A menudo,Muy rara vez,Muy rara vez,A menudo,A menudo,Rara vez,A menudo,Rara vez,A menudo,A menudo,Muy rara vez,A menudo,A menudo,A menudo,Rara vez,A menudo,A menudo,A menudo,Rara vez,Rara vez,Rara vez,A menudo,Rara vez,Rara vez,3,2.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,14,17,21,18,17,87,14.17,3.2,18.26,3.26,17.51,3.61,17.54,3.7,15.97,2.93,67.47,8.57,99,94,115,102,105,134,2013-04-28 00:00:00,10,CHIMBOTE (REF. Al costado del Real Plaza),5to,Ninguno,Laptop,Acción por el clima,Con mis padres y hermano,Jugar videojuegos,Matematica,Futbol ,Politico ,Penar la corrupción ,Sí,No,No.,No,ASYWWEDA,Mamá de Champ,"Sí, tiene otra/o apoderada/o",Sí,Internet propio,Estable,No,"Emocionalmente mi familia vive tranquila, somos muy unidos y nunca discutimos por problemas económicos, me gusta ayudar en casa a mi mamá.",Hermanos/as mayores,M,10.0,Quinto,Chimbote,Ancash,Renovación,Matriculado,2022.0,Ninguno,Académica,ADZZZIW,ASYWWEDA,BAJO,Académica,Ninguno,Acción por el clima,Con mis padres y hermano,Jugar videojuegos,Matematica,Futbol,Politico,Penar la corrupción,Sí,No,No.,Cuarto,Chimbote,Académica,18.0,17.3,16.5,15.0,14.1,18.0,16.0,18.0,16.41428571,16.0,APROBADO,MEDIO
RYNRYRSZ,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy rara vez,Muy a menudo,Muy a menudo,Muy rara vez,Muy rara vez,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy rara vez,Muy a menudo,Muy a menudo,Muy a menudo,Muy rara vez,Muy a menudo,A menudo,Muy a menudo,Muy rara vez,Muy a menudo,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,2.0,4.0,4.0,4.0,15,24,19,24,21,103,14.42,3.35,19.57,3.34,17.36,3.83,17.71,4.32,16.49,3.01,69.07,8.48,103,120,106,122,122,160,2015-11-12 00:00:00,8,CALLAO 2 - LEMOS (REF. Av. Argentina Nº 4912),3ero,Retencion de heces,Celular,Salud y bienestar,Mi mamá mi papá y mis 4 hermanos,"Manejar bicicleta, leer ",Matematicas,Me gusta el futbol,Veterinaria,Estudiar para trabajar ,Sí,Si varios el que mas me gusta es del concurso de matematicas,Lo que me hace sentir haci es la muerte de mi tio en pandemia ,No,SDRWEISS,Mamá de Champ,"No, yo soy la única persona apoderada/o",No,No cuento con internet,Inestable,Sí,Ni bien ni mal ,Mamá,F,8.0,Tercero,Callao Lemos,Lima,Nuevos,Matriculado,2024.0,Ninguno,Empresa (Académica),SDRYNNZN,SDRWEISS,BAJO,Empresa (Académica),Retencion de heces,Salud y bienestar,Mi mamá mi papá y mis 4 hermanos,"Manejar bicicleta, leer",Matematicas,Me gusta el futbol,Veterinaria,Estudiar para trabajar,Sí,Si varios el que mas me gusta es del concurso de matematicas,Lo que me hace sentir haci es la muerte de mi tio en pandemia,Noveno,SJL 4 - El Sol,Académica,17.106409614421633,17.465848773159742,16.812919379068603,17.03880821231848,17.25338007010516,18.16229344016024,18.241762643965952,17.967200801201802,17.440203161717577,17.44967451176765,APROBADO,BAJO
EADRSANSR,Muy a menudo,A menudo,Rara Vez,Muy a menudo,Muy rara vez,Muy a menudo,Muy a menudo,Muy rara vez,Muy rara vez,A menudo,A menudo,Muy rara vez,A menudo,A menudo,A menudo,Muy rara vez,Muy rara vez,A menudo,A menudo,Muy rara vez,A menudo,A menudo,A menudo,A menudo,Muy a menudo,Muy rara vez,Muy rara vez,A menudo,Muy rara vez,A menudo,4,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,21,20,24,16,17,98,14.85,3.33,18.61,3.71,18.07,4.01,17.08,4.28,17.04,3.16,68.82,9.18,128,106,122,96,100,148,2015-11-10 00:00:00,8,SMP 2 - CANTA CALLAO (REF. altura de Tottus de la Av. Canta callao),3ero,Ninguno,Celular,Reducción de las desigualdades,Con mis padres y hermano,Leer y jugar ,Matemáticas ,Fútbol ,Ingeniero ,No a la discriminación ,Sí,No,No,No,ZZIRZYZYZ,Mamá de Champ,"No, yo soy la única persona apoderada/o",No,No cuento con internet,Inestable,Sí,Mí mama es adulta mayor diabetica y con artrosis en sus rodillas el cual requiere mí cuidado ya que no puede caminar mucho,Mamá,M,8.0,Tercero,SMP Canta Callao,Lima,Nuevos,Matriculado,2024.0,Ninguno,Artística,EWNARRSA,IRZYZYZ,BAJO,Artística,Ninguno,Reducción de las desigualdades,Con mis padres y hermano,Leer y jugar,Matemáticas,Fútbol,Ingeniero,No a la discriminación,Sí,No,No,Noveno,SJL 4 - El Sol,Académica,17.106409614421633,17.465848773159742,16.812919379068603,17.03880821231848,17.25338007010516,18.16229344016024,18.241762643965952,17.967200801201802,17.440203161717577,17.44967451176765,APROBADO,BAJO
